mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.4094651222229004,0.08854535543861436,0.14357595443725585,0.026426399957004354,gini,4,auto,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 200}",0.8811533052039381,0.889943741209564,0.8927566807313643,0.90014064697609,0.8913119943721421,0.8910612736986196,0.006079292780088012,55
3.520745038986206,0.14635705160456833,0.210530424118042,0.019292209364422448,gini,4,auto,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'auto', 'n_estimators': 500}",0.8822081575246132,0.8892405063291139,0.8945147679324894,0.90014064697609,0.8909602532536054,0.8914128664031823,0.005923624216982826,49
1.4911817073822022,0.09881638855458351,0.14556965827941895,0.04364894440874293,gini,4,sqrt,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 200}",0.8811533052039381,0.889943741209564,0.8927566807313643,0.90014064697609,0.8913119943721421,0.8910612736986196,0.006079292780088012,55
3.6365489959716797,0.12711795661504008,0.24072065353393554,0.06887976260973533,gini,4,sqrt,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 500}",0.8822081575246132,0.8892405063291139,0.8945147679324894,0.90014064697609,0.8909602532536054,0.8914128664031823,0.005923624216982826,49
1.5441969394683839,0.16856560918863395,0.17370448112487794,0.05459893140951206,gini,4,log2,200,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 200}",0.8811533052039381,0.889943741209564,0.8927566807313643,0.90014064697609,0.8913119943721421,0.8910612736986196,0.006079292780088012,55
3.5975443840026857,0.16697780564581102,0.27962846755981446,0.050737331467597825,gini,4,log2,500,"{'criterion': 'gini', 'max_depth': 4, 'max_features': 'log2', 'n_estimators': 500}",0.8822081575246132,0.8892405063291139,0.8945147679324894,0.90014064697609,0.8909602532536054,0.8914128664031823,0.005923624216982826,49
1.7216030597686767,0.14586626513057277,0.1598519802093506,0.017125932747597706,gini,5,auto,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 200}",0.8825597749648383,0.889943741209564,0.8952180028129395,0.90014064697609,0.8916637354906789,0.8919051802908221,0.005831635176434392,34
4.202331495285034,0.08361882233412248,0.3286954402923584,0.06740942577020341,gini,5,auto,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 500}",0.8832630098452883,0.8895921237693389,0.8948663853727145,0.90014064697609,0.8906085121350686,0.8916941356197,0.005622946497745046,40
1.7121395587921142,0.12359572659873468,0.18748822212219238,0.0679321888423288,gini,5,sqrt,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200}",0.8825597749648383,0.889943741209564,0.8952180028129395,0.90014064697609,0.8916637354906789,0.8919051802908221,0.005831635176434392,34
3.9887256145477297,0.03583216615932058,0.2788750648498535,0.035178022305608986,gini,5,sqrt,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 500}",0.8832630098452883,0.8895921237693389,0.8948663853727145,0.90014064697609,0.8906085121350686,0.8916941356197,0.005622946497745046,40
1.6046049118041992,0.12448602790573907,0.17055745124816896,0.0498628731368534,gini,5,log2,200,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200}",0.8825597749648383,0.889943741209564,0.8952180028129395,0.90014064697609,0.8916637354906789,0.8919051802908221,0.005831635176434392,34
3.9765106678009032,0.13999748040888246,0.340632963180542,0.04173932717144249,gini,5,log2,500,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 500}",0.8832630098452883,0.8895921237693389,0.8948663853727145,0.90014064697609,0.8906085121350686,0.8916941356197,0.005622946497745046,40
1.7704341888427735,0.10955783688105034,0.16096138954162598,0.012545042163027124,gini,6,auto,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 200}",0.8832630098452883,0.8895921237693389,0.8955696202531646,0.8997890295358649,0.8916637354906789,0.8919755037788673,0.00557950012571146,25
4.205129098892212,0.21598460059124536,0.3486517906188965,0.11120171757851512,gini,6,auto,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 500}",0.8832630098452883,0.8895921237693389,0.8955696202531646,0.90014064697609,0.8913119943721421,0.8919754790432048,0.005685341365374483,28
1.8077493190765381,0.12266858029142035,0.20456132888793946,0.0755732109136753,gini,6,sqrt,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 200}",0.8832630098452883,0.8895921237693389,0.8955696202531646,0.8997890295358649,0.8916637354906789,0.8919755037788673,0.00557950012571146,25
4.439342927932739,0.27812468794748385,0.34130682945251467,0.057101412002117775,gini,6,sqrt,500,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'sqrt', 'n_estimators': 500}",0.8832630098452883,0.8895921237693389,0.8955696202531646,0.90014064697609,0.8913119943721421,0.8919754790432048,0.005685341365374483,28
1.8868666172027588,0.19952033502369318,0.2140040397644043,0.10344653534302055,gini,6,log2,200,"{'criterion': 'gini', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 200}",0.8832630098452883,0.8895921237693389,0.8955696202531646,0.8997890295358649,0.8916637354906789,0.8919755037788673,0.00557950012571146,25
